,0,1,2,3,4
0,Number of agriculture holding by tenure,,,,
1,Comilla,,,,
2,(According to Agriculture Census 2008),,,,
3,Upazila,Total farm holding,Owner holding,Owner cum tenant,Tenant holding
4,Adarsha Sadar,22884,61764,7824,12293
5,Barura,49597,48539,23557,976
6,Brahmanpara,26353,20839,14560,410
7,Burichang,33406,31869,16312,1717
8,Chandina,37330,41552,17091,1473
9,Chauddagram,46607,54318,18559,1141
10,Comilla Sadar Dakshin,43777,47813,20106,3706
11,Daudkandi,36238,41919,17070,2110
12,Debidwar,50438,47410,24985,861
13,Homna,21524,26682,9512,940
14,Laksam,28193,32620,14166,1829
15,Monoharganj,28832,27207,13515,1300
16,Meghna,12931,13806,5745,142
17,Muradnagar,56195,61560,28041,3445
18,Nangalkot,40463,42353,18917,2571
19,Titas,21306,22044,10094,480
20,Total,556074,622295,260054,35394
