,0,1,2,3,4,5
0,"Number of cinema hall, registered club, auditorium, public library and orphanage 2011",,,,,
1,Comilla,,,,,
2,,,,,,
3,Upazila,Cinema hall,Registered club,Library,Orphanage,Auditorium
4,Adarsha Sadar,4,409,3,10,4
5,Barura,0,125,15,11,1
6,Brahmanpara,1,15,1,9,1
7,Burichang,1,18,1,12,1
8,Chandina,1,45,0,14,0
9,Chauddagram,0,33,1,6,1
10,Comilla Sadar Dakshin,0,109,0,9,5
11,Daudkandi,1,129,1,12,0
12,Debidwar,0,4,1,15,1
13,Homna,1,74,1,14,1
14,Laksam,2,18,28,4,3
15,Monoharganj,0,34,9,6,0
16,Meghna,0,0,0,5,0
17,Muradnagar,2,87,1,35,0
18,Nangalkot,0,82,3,19,1
19,Titas,0,40,0,12,1
20,Total,13,1222,65,193,20
