,0,1,2,3,4
0,Number of low lift pump scheme 2010-11,,,,
1,Comilla,,,,
2,,,,,
3,Upazila,Number of pump fielded - Electric,Number of pump fielded - Diesel,Number of pump fielded - Total,Area irrigated (in acre)
4,Adarsha Sadar,352,197,549,15750
5,Barura,2361,252,2613,24655
6,Brahmanpara,330,989,1322,10967
7,Burichang,520,345,865,6558
8,Chandina,1102,1575,2677,4675
9,Chauddagram,411,15,426,7170
10,Comilla Sadar Dakshin,2042,316,2350,17561
11,Daudkandi,172,78,250,9420
12,Debidwar,1100,1120,2220,25414
13,Homna,106,5100,5206,15966
14,Laksam,1568,464,2032,15087
15,Monoharganj,52,425,477,7200
16,Meghna,8,905,913,3920
17,Muradnagar,335,682,1017,7025
18,Nangalkot,1887,2052,3939,24725
19,Titas,183,122,305,18345
20,Total,12529,14637,27161,214438
