,0,1,2,3,4,5
0,"Number of ward, mahalla and household by municipality 2011",,,,,
1,Comilla,,,,,
2,,,,,,
3,Upazila,Name of municipality,Total ward,Total mahalla,Total holding,Total household
4,Adarsha Sadar,Comilla,18,49,42520,46669
5,Barura,Barura,9,26,9302,9807
6,Brahmanpara,-,0,0,0,0
7,Burichang,-,0,0,0,0
8,Chandina,Chandina,9,19,6794,9315
9,Chauddagram,Chauddagram,9,27,5221,7629
10,Comilla Sadar Dakshin,Comilla Sadar Dakshin,9,63,18254,20209
11,Daudkandi,Daudkandi,9,26,5287,9400
12,Debidwar,Debidwar,9,22,9423,11901
13,Homna,Homna,9,13,4429,5905
14,Laksam,Laksam,9,31,5112,14079
15,Monoharganj,-,0,0,0,0
16,Meghna,-,0,0,0,0
17,Muradnagar,-,0,0,0,0
18,Nangalkot,Nangalkot,9,21,4965,5194
19,Titas,-,0,0,0,0
20,Total,,99,297,83751,140108
