,0,1,2,3,4,5
0,Land area based on utilization 2008,,,,,
1,Comilla,,,,,
2,,,,,,
3,Upazila,Opareted area,Permanent cropped area,Temporary cropped area,Permanent fallow area,Others
4,Adarsha Sadar,23815,1023,13885,194,8907
5,Barura,45451,2171,30488,196,12792
6,Brahmanpara,26852,458,20806,24,558
7,Burichang,31801,926,23397,133,7478
8,Chandina,34894,691,24592,101,9609
9,Chauddagram,51276,1728,38254,168,11294
10,Comilla Sadar Dakshin,46017,2182,32896,251,10939
11,Daudkandi,40213,803,31203,122,8207
12,Debidwar,42924,1384,31551,83,9989
13,Homna,24326,298,20504,40,3524
14,Laksam,29084,945,20115,183,8024
15,Monoharganj,34952,701,25650,109,8601
16,Meghna,15841,202,13780,139,1859
17,Muradnagar,57720,1098,44366,109,52256
18,Nangalkot,45709,1249,32501,252,11959
19,Titas,25339,250,21444,85,3649
20,Total,576214,16109,425431,2192,169645
