,0,1,2,3,4,5,6,7
0,"Number of household, population and density 2011",,,,,,,
1,,,,,,,,
2, Upazila, Household,Population - Male,Population - Female,Population - Both sex,Sex ratio (M/F),Average size of household,Density per sq. km.
3,Biral,61414,130160,127765,257925,102,4.19,729
4,Birampur,42140,86393,84414,170806,102,4.02,802
5,Birganj,73895,159612,157641,317253,101,4.27,768
6,Bochaganj,39246,80428,79621,160049,101,4.07,712
7,Chirirbandar,68415,146619,145881,292500,101,4.26,935
8,Dinajpur Sadar,111779,247792,236805,484597,105,4.19,1366
9,Fulbari,43137,88984,87039,176023,102,4.05,770
10,Ghoraghat,30077,59001,58739,117740,100,3.89,792
11,Hakimpur,22895,47162,45437,92599,104,3.99,927
12,Kaharole,36759,77253,77179,154432,100,4.19,751
13,Khansama,39440,86731,85033,171764,102,4.35,965
14,Nawabganj,57851,114763,114574,229337,100,3.95,729
15,Parbatipur,88725,183772,181331,365103,101,4.08,924
16,Total,715773,1508670,1481458,2990128,102,4.14,868
