,0,1,2,3,4
0,Number of Saw mill and person engaged 2011,,,,
1,,,,,
2, Upazila, Unit,Person engaged - Family,Person engaged - Hired,Person engaged - Total
3,Biral,14,18,58,76
4,Birampur,20,30,80,120
5,Birganj,28,32,125,157
6,Bochaganj,19,22,76,98
7,Chirirbandar,24,36,80,116
8,Dinajpur Sadar,33,33,98,231
9,Fulbari,13,13,68,81
10,Ghoraghat,25,25,96,121
11,Hakimpur,7,5,28,33
12,Kaharole,24,46,120,166
13,Khansama,17,17,68,85
14,Nawabganj,27,27,108,135
15,Parbatipur,35,37,1675,1712
16,Total,286,341,2680,3131
