,0,1,2,3,4,5,6
0,"Number of pond, dighee, flood camps, shelter, cyclone shelter and park, amusement park 2011",,,,,,
1,"
Upazila","
Pond","
Dighee",Rivers flow,"Flood camps/
shelter",Cyclone shelter,"Park/ amusement
park"
2,1,2,3,4,5,6,8
3,Atgharia,6776,0,5,0,0,0
4,Bera,2988,32,2,0,0,0
5,Bhangura,1918,0,2,0,0,0
6,Chatmohar,3833,50,6,0,0,0
7,Faridpur,645,0,2,0,0,0
8,Ishwardi,1480,1,1,0,0,1
9,Pabna Sadar,14288,1,1,1,0,2
10,Santhia,755,20,0,0,0,0
11,Sujanagar,1872,1,1,0,0,0
12,Total,34555,105,20,1,0,3
