,0,1,2,3,4,5,6
0,Population by religion 2011,,,,,,
1,,,,,,,
2,Upazila,Muslim,Hindu,Buddhist,Christian,Others,Total
3,Amtali,253742,16020,985,11,44,270802
4,Bamna,73634,5907,20,3,0,79564
5,Barguna Sadar,242900,18293,91,34,25,261343
6,Betagi,105513,11427,0,204,1,117145
7,Patharghata,146863,17031,1,31,1,163927
8,Total,822652,68678,1097,283,71,892781
