,0,1,2,3,4,5,6,7,8
0,"Number of Government secondary school, teacher and student 2011",,,,,,,,
1,Barguna,,,,,,,,
2,,,,,,,,,
3,Upazila,Number of school,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Amtali,0,0,0,0,0,0,0,0
5,Bamna,0,0,0,0,0,0,0,0
6,Barguna Sadar,2,62,22,84,965,1103,2068,25
7,Betagi,0,0,0,0,0,0,0,0
8,Patharghata,0,0,0,0,0,0,0,0
9,Total,2,62,22,84,965,1103,2068,25
