,0,1,2,3,4,5,6,7,8
0,Number of warehouse and their storage capacity 2011,,,,,,,,
1,Barguna,,,,,,,,
2,(Capacity in metric ton),,,,,,,,
3,Upazila,Food godown - Number,Food godown - Capacity,Fertilizer godown - Number,Fertilizer godown - Capacity,Jute godown - Number,Jute godown - Capacity,Other godown - Number,Other godown - Capacity
4,Amtali,11,6000,0,0,0,0,0,0
5,Bamna,3,1500,2,670,0,0,0,0
6,Barguna Sadar,7,3640,1,2500,0,0,0,0
7,Betagi,4,2000,0,0,0,0,0,0
8,Patharghata,4,4500,0,0,0,0,0,0
9,Total,29,17640,3,3170,0,0,0,0
