,0,1,2,3,4,5,6,7,8
0,"Number of Madrasah, Teacher and Student under the Madrasah Education Board 2011",,,,,,,,
1,Khulna,,,,,,,,
2,,,,,,,,,
3,Upazila/city corporation,Number of madrasah,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Students per teacher
4,Batiaghata,6,59,10,69,862,917,1779,87
5,Dacope,5,68,4,72,746,909,1655,23
6,Dighalia,1,12,2,14,216,191,407,29
7,Dumuria,26,450,55,505,3576,1090,4666,9
8,Khulna City Corporation,17,198,59,257,4283,1640,5923,23
9,Koyra,27,370,35,405,5350,1900,7250,18
10,Paikgachha,21,275,10,285,2410,2710,5120,8
11,Phultala,6,73,17,90,787,671,1458,16
12,Rupsa,9,103,10,113,1397,986,2383,21
13,Terokhada,6,83,13,96,1771,1334,3105,32
14,Total,124,1691,215,1906,21398,12348,33746,18
