,0,1,2,3,4,5,6,7,8,9
0,Number of small scale and cottage industry 2011,,,,,,,,,
1,Khulna,,,,,,,,,
2,,,,,,,,,,
3,Thana/ Upazila Name,Small scale and cottage industry Weaving/ Handloom,Small scale and cottage industry Handy,Small scale and cottage industry Husking crafts mill,Small scale and cottage industry Goor processing,Small scale and cottage industry Biri Factory,Small scale and cottage industry Salt processing,Small scale and cottage industry Dry fish processing,Small scale and cottage industry Pottery,Small scale and cottage industry Others
4,Batiaghata,0,133,3594,0,4,0,0,26,120
5,Dacope,0,0,30,0,0,0,0,0,0
6,Dighalia,0,44,1360,0,0,0,0,32,0
7,Dumuria,420,815,1236,0,0,0,0,2260,312
8,Khulna City Corporation,2,14,34,2,0,1,1,0,15
9,Koyra,0,0,52,0,0,0,25,3,0
10,Paikgachha,0,0,133,532,0,0,37,120,500
11,Phultala,260,925,1496,0,0,0,0,3,0
12,Rupsa,0,0,27,0,1,5,0,78,62
13,Terokhada,0,0,170,115,0,0,0,0,0
14,Total,682,1931,8132,649,5,6,63,2522,1009
