,0,1,2,3,4,5,6,7
0,Land Utilization (Temporary Cropped Area) 2008,,,,,,,
1,Khulna,,,,,,,
2,,,,,,,,
3,Upazila/City corporation Nmae,Current fallow,Temporary Cropped area Single,Temporary Cropped area Double,Temporary Cropped area Triple,Temporary Cropped area Net,Temporary Cropped area Gross,Productivity of crop
4,Batiaghata,14,27089,14039,1778,30296,60501,187
5,Dacope,3400,55300,2355,45,38991,60145,104
6,Dighalia,123,3531,10854,642,9766,27165,181
7,Dumuria,1322,39515,29982,8377,63013,124610,122
8,Khulna City Corporation,1376,1249,1862,68,4229,5177,75
9,Koyra,3088,28681,13374,817,23605,57880,135
10,Paikgachha,1853,52167,11404,440,34911,76295,118
11,Phultala,60,3370,2290,1923,6699,13719,181
12,Rupsa,710,10657,6247,2384,14069,30303,157
13,Terokhada,3392,4269,23494,623,28385,53126,187
14,Total,15338,225828,115901,17097,253964,508921,142
