,0,1,2,3,4,5,6
0,"Area and Production of mango, litchi and blackberry 2009-10",,,,,,
1,Area in acre & production in metric ton),,,,,,
2,Upazila/city corporation,Mango Area,Mango Production,Litchi Area,Litchi Production,Blackberry Area,Blackberry Production
3,Batiaghata,100,296,9,28,5,10
4,Dacope,68,277,0,0,8,16
5,Dighalia,120,376,15,33,8,15
6,Dumuria,53,4757,5,118,82,180
7,Khulna City Corporation,8,35,5,6,3,16
8,Koyra,19,186,4,15,2,4
9,Paikgachha,15,35,5,5,7,244
10,Phultala,173,788,51,24,7,324
11,Rupsa,180,162,15,20,3,54
12,Terokhada,125,196,31,18,13,20
13,Total,862,7111,140,267,138,883
