,0,1,2,3,4,5,6,7,8
0,"Number of School  Colleges (operating jointly), Teachers and Students 2011",,,,,,,,
1,Khulna,,,,,,,,
2,,,,,,,,,
3,Upazila/city corporation,Noumber of Institution,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Students per teacher
4,Batiaghata,1,26,4,30,158,120,278,78
5,Dacope,1,53,5,58,370,203,573,10
6,Dighalia,0,0,0,0,0,0,0,0
7,Dumuria,2,68,9,77,151,76,227,3
8,Khulna City Corporation,7,123,58,181,2217,2212,4429,24
9,Koyra,2,28,10,38,550,400,950,25
10,Paikgachha,0,0,0,0,0,0,0,0
11,Phultala,4,77,31,108,1241,520,1761,30
12,Rupsa,1,54,10,65,1049,705,1754,27
13,Terokhada,0,0,0,0,0,0,0,0
14,Total,18,429,127,557,5736,4236,9972,17
