,0,1,2,3,4
0,Number of cooperative society and member 2011,,,,
1,,,,,
2,Upazila/city corporation,Number of co- operative societie,Number of member Male,Number of member Female,Both sex
3,Batiaghata,163,13270,540,13814
4,Dacope,130,2868,4500,7368
5,Dighalia,118,13499,891,14390
6,Dumuria,612,26488,4948,31436
7,Khulna City Corporation,164,1043,3437,4480
8,Koyra,143,3861,429,4290
9,Paikgachha,258,20936,2867,23803
10,Phultala,56,3899,1470,5369
11,Rupsa,178,4397,2804,7201
12,Terokhada,60,3087,216,3303
13,Total,1882,93348,22102,115454
