,0,1,2,3,4
0,Number of Agriculture Holding by Tenure,,,,
1,Khulna,,,,
2,(According to Agriculture Census 2008),,,,
3,Upazila/city corporation,All holding,Owner holding,Owner cum tenant,Tenant holding
4,Batiaghata,34626,23643,7488,3495
5,Dacope,33711,25076,4500,4135
6,Dighalia,25729,16267,4806,4656
7,Dumuria,66370,42756,19583,4031
8,Khulna City Corporation,9631,3442,1950,4239
9,Koyra,43647,36130,6067,1450
10,Paikgachha,59435,47224,6725,5486
11,Phultala,17230,11609,3378,2243
12,Rupsa,41020,21304,6646,13070
13,Terokhada,24278,13453,9407,1388
14,Total,356147,240904,71050,44193
