,0,1,2,3,4
0,Number of fisherman and production of fish in following years,,,,
1,,,,,
2,(Production in metric ton) -  Upazila,(Production in metric ton) - 2010-11 - Number,(Production in metric ton) - 2010-11 - Production,(Production in metric ton) - 2009-10 - Number,(Production in metric ton) - 2009-10 - Production
3,Barlekha,15000,3992,14500,3834
4,Juri,7450,2849,7250,2675
5,Kamalganj,5000,3500,4500,3335
6,Kulaura,1200,1500,1350,1620
7,Moulvibazar Sadar,7000,2973,7000,2975
8,Rajnagar,9160,2700,8573,2276
9,Sreemangal,3200,731,2100,701
10,Total,48010,18245,45273,17416
