,0,1,2,3,4
0,"Area and production at water melon, melon (bangi) in following years",,,,
1,,,,,
2,(Area in acre and production in metric ton) -  Upazila,(Area in acre and production in metric ton) - 2010-11 - Area,(Area in acre and production in metric ton) - 2010-11 - Production,(Area in acre and production in metric ton) - 2009-10 - Area,(Area in acre and production in metric ton) - 2009-10 - Production
3,Barlekha,0,0,0,0
4,Juri,25,200,23,195
5,Kamalganj,63,1020,49,820
6,Kulaura,0,0,0,0
7,Moulvibazar Sadar,0,0,5,4
8,Rajnagar,0,0,0,0
9,Sreemangal,0,0,0,0
10,Total,88,1220,77,1019
