,0,1,2,3,4,5,6
0,"Area and production of mango, litchi and blackberry 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Mango Area,Mango Production,Litchi Area,Litchi Production,Blackberry Area,Blackberry Production
3,Barlekha,734,520,62,70,52,5
4,Juri,231,1050,84,130,44,180
5,Kamalganj,728,7660,61,63,24,120
6,Kulaura,221,1330,31,139,15,32
7,Moulvibazar Sadar,110,1000,10,5,12,38
8,Rajnagar,145,1580,10,12,22,50
9,Sreemangal,247,500,250,200,340,400
10,Total,2416,13640,508,619,509,825
