,0,1,2,3,4,5,6
0,"Area and production of papaya, guava, lime and lemon 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Papaya Area,Papaya Production,Guava Area,Guava Production,Lime and lemon Area,Lime and lemon Production
3,Barlekha,109,120,111,500,252,570
4,Juri,140,785,148,480,86,700
5,Kamalganj,74,136,123,187,350,415
6,Kulaura,360,903,195,1562,151,902
7,Moulvibazar Sadar,9,175,30,250,153,260
8,Rajnagar,11,115,10,480,110,590
9,Sreemangal,49,240,39,128,2223,3150
10,Total,752,2474,656,3587,3325,6587
