,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Pubali and Uttara bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Pubali bank - Number of branch,Pubali bank - Account - S.D,Pubali bank - Account - C.D,Pubali bank - Account - F.D,Pubali bank - Account - S.T.D,Uttara bank - Number of branch,Uttara bank - Account - S.D,Uttara bank - Account - C.D,Uttara bank - Account - F.D,Uttara bank - Account - S.T.D
3,Barlekha,2,11472,1663,398,13,1,1501,302,177,2
4,Juri,1,5317,790,151,13,0,0,0,0,0
5,Kamalganj,0,0,0,0,0,0,0,0,0,0
6,Kulaura,0,0,0,0,0,0,0,0,0,0
7,Moulvibazar Sadar,0,0,0,0,0,0,0,0,0,0
8,Rajnagar,0,0,0,0,0,0,0,0,0,0
9,Sreemangal,0,0,0,0,0,0,0,0,0,0
10,Total,3,16789,2453,549,26,1,1501,302,177,2
