,0,1,2,3,4,5
0,Land area based on utilization 2008,,,,,
1,,,,,,
2,Upazila,Operated area,Permanent cropped area,Temporary cropped area,Permanent fallow area,Others
3,Alfadanga,21898,744,16297,630,8204
4,Bhanga,38889,2086,29001,294,10054
5,Boalmari,46171,3290,33866,242,550
6,Charbhadrashon,18925,229,12878,2877,19690
7,Faridpur Sadar,66467,4708,41619,6419,35943
8,Madhukhali,42546,2677,33172,146,1648
9,Nagarkanda,68692,3079,53342,329,66
10,Sadarpur,40376,1171,28517,2511,27534
11,Saltha,-,-,-,-,-
12,Total,343965,17984,248692,13447,103758
