,0,1,2,3,4
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,
1,"

Upazila","
Name of land/river/sea port","
Name of Important or historical/tourist place/object","
Name of important/famous crop or food production","Distance between district head quarter &
upazila by road (km)"
2,Alfadanga,-,-,Anonder Ras malai,55
3,Bhanga,-,Pataril dighir par jame mosjid,"Paddy, Wheat, jute",30
4,Boalmari,-,Satair Jame Mosjid,Akher patali,36
5,Charbhadrashon,-,-,"Paddy, Onion, Jute",26
6,Faridpur Sadar,-,Gerda Darga bari,"Paddy, Jute, Whet, Onion",5
7,Madhukhali,-,Dewul,"Paddy, Jute, Whet, Onion",38
8,Nagarkanda,-,-,"Paddy, Onion, Jute",26
9,Sadarpur,-,Dorbar sarif,"Paddy, Onion, Jute",36
10,Saltha,-,-,"Paddy, Onion, Jute",24
