,0,1,2,3,4
0,"Area of high, medium and low land 2008",,,,
1,Upazila,High land,Medium land,Low land,Total land
2,Amtali,53342,92335,25983,171660
3,Bamna,150,15920,0,16070
4,Barguna Sadar,0,66103,0,66103
5,Betagi,6183,18548,3373,28414
6,Patharghata,1852,60198,150,62200
7,Total,61527,253104,29506,344447
