,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Krishi and Co-operative bank 2011,,,,,,,,,,
1,"
Upazila",Krishi bank,Krishi bank,Krishi bank,Krishi bank,Krishi bank,Co-operative bank,Co-operative bank,Co-operative bank,Co-operative bank,Co-operative bank
2,"
Upazila","Number of
branch",Account,Account,Account,Account,"Number of
branch",Account,Account,Account,Account
3,"
Upazila","Number of
branch",S.D,C.D,F.D,S.T.D,"Number of
branch",S.D,C.D,F.D,S.T.D
4,Amtali,3,0,0,205,35,0,0,0,0,0
5,Bamna,2,0,103,165,0,0,0,0,0,0
6,Barguna Sadar,3,7421,433,204,37,1,0,0,0,0
7,Betagi,4,11628,60,274,15,0,0,0,0,0
8,Patharghata,3,7670,520,148,47,0,0,0,0,0
9,Total,15,26719,1116,996,134,1,0,0,0,0
