,0,1,2,3,4,5,6,7,8,9
0,Number of small scale and cottage industry 2011,,,,,,,,,
1,,,,,,,,,,
2, Upazila,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry
3, Upazila,Weaving/ handloom,Handy,Husking crafts mill,Goor processing,Biri factory,Salt processing,Dry fish processing,Pottery,Others
4,Amtali,124,0,190,1050,0,0,200,0,0
5,Bamna,0,0,42,0,0,0,0,0,0
6,Barguna Sadar,3,3,267,3,2,0,0,0,0
7,Betagi,21,39,213,0,0,0,0,0,0
8,Patharghata,78,120,0,0,0,0,16,0,0
9,Total,226,162,712,1053,2,0,216,0,0
