,0,1,2,3,4,5,6,7,8,9,10
0,"Number of primary school (Class I-V), teacher and student by municipality 2011",,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Primary school,Primary school,Primary school,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3, Upazila,Govt.,Non- govt.,Total,Govt.,Non- govt.,Total,Govt.,Non- govt.,Total,Students per teacher
4,Amtali,3,2,5,40,20,60,1821,333,2154,36
5,Bamna,0,0,0,0,0,0,0,0,0,0
6,Barguna Sadar,5,5,10,53,20,73,2131,1026,3157,43
7,Betagi,4,2,6,36,8,44,1683,580,2263,51
8,Patharghata,3,3,6,26,12,38,1147,623,1770,47
9,Total,15,12,27,155,60,215,6782,2562,9344,43
