,0,1,2,3,4,5
0,Employment status in handloom industry 2011,,,,,
1,"
Upazila",Number of handloom,Person engaged,Person engaged,Person engaged,"
Total"
2,"
Upazila",Number of handloom,Family member,Regular,Hired /Casual,"
Total"
3,Akkelpur,462,936,0,0,936
4,Joypurhat sadar,0,0,0,0,0
5,Kalai,0,0,0,0,0
6,Khetlal,9,6,0,0,6
7,Panchbibi,0,0,0,0,0
8,Total,471,942,0,0,942
