,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Sonali and Janata bank 2011,,,,,,,,,,
1,"
Upazila",Sonali bank,Sonali bank,Sonali bank,Sonali bank,Sonali bank,Janata bank,Janata bank,Janata bank,Janata bank,Janata bank
2,"
Upazila","Number of
branch",Account,Account,Account,Account,"Number of
branch",Account,Account,Account,Account
3,"
Upazila","Number of
branch",S.D,C.D,F.D,S.T.D,"Number of
branch",S.D,C.D,F.D,S.T.D
4,Akkelpur,1,5977,1005,100,33,1,4732,812,65,23
5,Joypurhat sadar,3,20940,1651,217,121,1,7180,639,289,49
6,Kalai,2,7028,90,48,86,0,0,0,0,0
7,Khetlal,1,9000,0,100,68,0,0,0,0,0
8,Panchbibi,1,406,56,16,2,480,405,65,18,2
9,Total,8,43351,2802,481,310,482,12317,1516,372,74
