,0,1,2,3,4
0,Number of cooperative society and member 2011,,,,
1,Noakhali,,,,
2,,,,,
3,Upazila,Number of co-operative society,Number of member - Male,Number of member - Female,Total
4,Begumganj,245,19478,945,20423
5,Chatkhil,114,4835,1233,6068
6,Companiganj,163,9321,978,10299
7,Hatiya,502,15300,1038,16338
8,Kabirhat,75,11125,635,11760
9,Noakhali Sadar,110,23499,2634,26133
10,Senbagh,114,2782,825,3607
11,Sonaimuri,228,17856,12144,30000
12,Subarnachar,218,9050,2037,11087
13,Total,1769,113246,22469,135715
