,0,1,2,3,4,5,6,7
0,Land utilization (temporary cropped area) 2008,,,,,,,
1,Noakhali,,,,,,,
2,,,,,,,,
3,Upazila,Current fallow,Temporary cropped area - Single,Temporary cropped area - Double,Temporary cropped area - Triple,Temporary cropped area - Net,Temporary cropped area - Gross,Productivity of crop
4,Begumganj,268,24881,12767,1065,38713,43228,112
5,Chatkhil,126,12340,3445,2129,17914,19516,109
6,Companiganj,452,19814,2219,4550,26583,44553,168
7,Hatiya,392,11225,26213,42425,79863,158826,199
8,Kabirhat,116,13500,5089,6264,24853,39089,157
9,Noakhali Sadar,312,13800,19861,13200,46861,84552,180
10,Senbagh,307,20840,1146,805,22791,36467,160
11,Sonaimuri,91,16019,11629,316,27964,30052,107
12,Subarnachar,648,21488,30203,14914,66605,122398,184
13,Total,2712,153907,112572,85668,352147,578681,164
