,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Sonali and Janata bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Sonali bank - Number of  branch,Sonali bank - Account - S.D,Sonali bank - Account - C.D,Sonali bank - Account - F.D,Sonali bank - Account - S.T.D,Janata bank - Number of  branch,Janata bank - Account - S.D,Janata bank - Account - C.D,Janata bank - Account - F.D,Janata bank - Account - S.T.D
3,Dimla,1,0,0,0,73,0,0,0,0,0
4,Domar,2,27620,3220,284,90,2,10201,719,53,27
5,Jaldhaka,2,424,20,145,80,2,11127,1449,98,18
6,Kishorgonj,1,7393,13,179,31,0,0,0,0,0
7,Nilphamary Sadar,2,14759,1314,29,8,3,13645,1206,97,59
8,Sayedpur,2,9500,912,181,48,1,3885,518,65,6
9,Total,10,59696,5479,818,330,8,38858,3892,313,110
