,0,1,2,3,4
0,Number of fisherman and production of fish in following years,,,,
1,,,,,
2,(Production in Metric Ton) -  Upazila,(Production in Metric Ton) - 2010-11 - Number,(Production in Metric Ton) - 2010-11 - Production,(Production in Metric Ton) - 2009-10 - Number,(Production in Metric Ton) - 2009-10 - Production
3,Dimla,3023,2614,3051,2737
4,Domar,452,1025,454,1050
5,Jaldhaka,175,36,250,42
6,Kishorgonj,475,634,402,609
7,Nilphamary Sadar,650,1813,600,1705
8,Sayedpur,376,459,268,411
9,Total,5151,6581,5025,6554
