,0,1,2,3,4,5,6
0,Police personnel and criminal offences by municipality 2011,,,,,,
1,,,,,,,
2, Upazila, Police personnel,Criminal offence - Number of offence,Criminal offence - Number of case filled,Traffic accident (Reported) - Number of accident,Traffic accident (Reported) - Person killed,Traffic accident (Reported) - Person injured
3,Dimla,0,0,0,0,0,0
4,Domar,48,219,219,0,2,0
5,Jaldhaka,35,133,133,0,1,1
6,Kishorgonj,0,0,0,0,0,0
7,Nilphamary Sadar,314,200,182,0,5,1
8,Sayedpur,201,163,4,420,5,20
9,Total,598,715,538,420,13,22
