,0,1,2,3,4,5,6
0,Land area under irrigation for selected crops 2008,,,,,,
1,Jhalakathi,,,,,,
2,,,,,,,
3, Upazila,Paddy - Total area,Paddy - Irrigated area,Wheat - Total area,Wheat - Irrigated area,Potato - Total area,Potato - Irrigated area
4,Jhalakathi Sadar,22930,5208,47,0,492,492
5,Kanthalia,23955,686,11,0,78,78
6,Nalchity,32926,2322,35,0,60,60
7,Rajpur,24596,511,7,0,80,80
8,Total,104407,8727,100,0,710,710
