,0,1,2,3,4
0,"Number of cinema hall, registered club, auditorium, public library and orphanage 2011",,,,
1,Upazila Cinema hall Registered club Library Orphanage Auditorium,,,,
2,Gazaria,76,8,10,l
3,Lauhajang	1,65,2,6,1
4,Munshiganj Sadar	3,76,,27,
5,Serajdikhan,82,0,10,
6,Sreenagar	3,67,2,2,0
7,Tongibari	2,60,0,3,1
8,Total	11,426,13,58,5
