,0,1,2,3,4,5,6
0,"Area and production of pumpkin, parble (potol) and cabbage 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila/city corporation,Pumpkin Area,Pumpkin Production,Parble (potol) Area,Parble (potol) Production,Cabbage Area,Cabbage Production
3,Bagha,35,175,185,780,85,391
4,Baghmara,130,239,493,1101,183,449
5,Charghat,23,48,42,94,19,61
6,Durgapur,65,180,144,342,30,324
7,Godagari,180,1490,230,1300,121,1900
8,Mohanpur,42,133,194,591,126,292
9,Paba,275,883,130,373,224,2376
10,Puthia,237,1466,176,1267,99,1307
11,Rajshahi city corporation,20,49,5,15,37,136
12,Tanore,0,0,0,0,37,126
13,Total,1007,4663,1599,5863,961,7362
