,0,1,2,3,4,5
0,Daily average wage rate of non-agricultural labour 2011,,,,,
1,(Wage in taka),,,,,
2,Upazila/city corporation,Porter (coolee),Garden male labour,Garden female labour,Other labour (adult),Other labour (child)
3,Bagha,200,250,0,200,120
4,Baghmara,312,200,150,200,120
5,Charghat,400,200,150,200,150
6,Durgapur,250,0,0,120,70
7,Godagari,250,0,0,160,80
8,Mohanpur,0,200,150,250,0
9,Paba,250,250,220,350,150
10,Puthia,200,250,150,160,120
11,Rajshahi city corporation,300,500,300,400,100
12,Tanore,0,0,0,160,100
13,District Average,216.2,185,112,220,101
