,0,1,2,3,4,5
0,Existing position of Government employee by category 2011,,,,,
1,,,,,,
2,Upazila/city corporation,Class-I,Class-II,Class-III,Class-IV,Number of total employee
3,Bagha,33,28,229,110,400
4,Baghmara,40,39,881,107,1067
5,Charghat,249,7,745,82,827
6,Durgapur,29,11,661,28,729
7,Godagari,28,20,752,110,910
8,Mohanpur,23,18,500,25,566
9,Paba,40,26,324,75,465
10,Puthia,47,24,540,84,695
11,Rajshahi city corporation,1349,417,8354,2792,12912
12,Tanore,45,11,263,68,387
13,Total,1883,601,13249,3481,18958
