,0,1,2,3,4
0,"Number of ward, mahalla and household by municipality 2011",,,,
1,,,,,
2,Municipality /city corporation,Name of municipality,Total ward,Total mahalla,Total household
3,Bagha,"Bagha, Arani",18,50,11103
4,Baghmara,"Bhawanigonj, Tahirpur",18,40,9015
5,Charghat,Charghat,9,20,9105
6,Durgapur,Durgapur,9,19,7109
7,Godagari,"Godagari, Kakon hat",18,44,12005
8,Mohanpur,Keasair Hat,9,17,5091
9,Paba,"Noahata, Katakhali",18,56,20998
10,Puthia,Puthia,9,11,5188
11,Tanore,"Tanore, Mundumala",18,40,12864
12,Total,,126,297,92478
