,0,1,2,3,4,5,6
0,"Area and production of mango, litchi and blackberry 2009-10",,,,,,
1,(Area in acre & production in metric ton),,,,,,
2,"
Upazila/city corporation",Mango,Mango,Litchi,Litchi,Blackberry,Blackberry
3,"
Upazila/city corporation",Area,Production,Area,Production,Area,Production
4,Agailjhara,18,86,12,25,7,9
5,Babuganj,10.75,15.277,4,17,2.6,11
6,Bakerganj,43,562,3,4.5,8,64
7,Banaripara,800,740.3,25.03,31.1,14.8,17.76
8,Barisal city corporation,8,77,1,5,1,6
9,Barisal sadar,104,1010,14,70,4,22
10,Gaurnadi,338,173,17,14.75,2.8,6.25
11,Hizla,0,137,0,25,0,100
12,Mehendiganj,37.32,98.44,2,4.68,1.2,2
13,Muladi,86,175,12,20,0,0
14,Wazirpur,140,59.2,20.42,18,1.56,2.9
15,Total,1585.07,3133.217,110.45,235.03,42.96,240.91
