,0,1,2,3,4
0,Number of establishment and person engaged in cottage industry 2011,,,,
1,"
Upazila/city corporation",Number of unit,Person engaged,Person engaged,Person engaged
2,"
Upazila/city corporation",Number of unit,Family,Hired,Total
3,Agailjhara,1054,1422,92,1514
4,Babuganj,88,110,53,163
5,Bakerganj,1398,2597,1262,3859
6,Banaripara,281,338,330,668
7,Barisal city corporation,352,363,3357,3720
8,Barisal sadar,757,963,105,1068
9,Gaurnadi,1357,2117,3235,5352
10,Hizla,80,95,43,138
11,Mehendiganj,6556,7500,1200,8700
12,Muladi,72,100,150,250
13,Wazirpur,1052,1640,220,1860
14,Total,13047,17245,10047,27292
