,0,1,2,3,4,5,6,7,8
0,"Number of growth centre, hat , bazar, poultry farm, dairy farm, nursery, horticulture centre, brick kiln, decorator service 2011",,,,,,,,
1,"Upazila/city
corporation","Growth
centre","Hat /
bazar","Poultry
farm","Dairy
farm",Nursery,"Horticulture
centre",Brick kiln,"Decorator
service"
2,Agailjhara,3,18,72,21,2,0,3,22
3,Babuganj,4,23,149,79,5,1,22,23
4,Bakerganj,8,48,136,29,22,0,49,29
5,Banaripara,3,18,163,43,1,0,16,13
6,Barisal city corporation,0,19,56,9,4,2,1,44
7,Barisal sadar,3,51,159,20,7,0,21,33
8,Gaurnadi,5,22,193,53,3,1,5,27
9,Hizla,2,31,16,30,11,0,9,7
10,Mehendiganj,5,61,63,459,4,0,15,14
11,Muladi,3,50,78,5,1,0,20,25
12,Wazirpur,1,40,192,82,4,0,12,29
13,Total,37,381,1277,830,64,4,173,266
