,0,1,2,3,4,5,6
0,"Area and production of tomato, radish and bean 2010-11",,,,,,
1,(Area in acre & production in metric ton),,,,,,
2,"
Upazila/city corporation",Tomato,Tomato,Radish,Radish,Bean,Bean
3,"
Upazila/city corporation",Area,Production,Area,Production,Area,Production
4,Agailjhara,18.9,19.202,33,80.6,16.5,15.548
5,Babuganj,169,233,198,542,91,66.24
6,Bakerganj,43,48,53,179,62,76
7,Banaripara,41,57.95,77,233.25,22,18.9
8,Barisal city corporation,9,20,7,16,8,15
9,Barisal sadar,95,210,66,149,61,117
10,Gaurnadi,43,207.76,146,452.6,15,43
11,Hizla,42,44,52,110,42,45
12,Mehendiganj,28.7,19.34,50,135,53,23.82
13,Muladi,18,81,66,118.8,16,7.68
14,Wazirpur,60,91.11,137,267,53,63.53
15,Total,567.6,1031.362,885,2283.25,439.5,491.718
