,0,1,2,3,4,5,6,7,8
0,"Number of selected industry by upazila, city corporation 2011",,,,,,,,
1,"Upazila/city
corporation","Textile
mill","Rice
mill","Match
factory","Steel and
engineering",Aluminium,"Jute
mill","Sugar
mill",Others
2,Agailjhara,0,31,0,0,0,0,0,0
3,Babuganj,0,34,0,0,0,0,0,0
4,Bakerganj,0,73,0,0,0,0,0,0
5,Banaripara,0,136,0,0,0,0,0,44
6,Barisal city corporation,2,142,0,0,4,0,0,0
7,Barisal sadar,0,43,0,2,0,2,0,14
8,Gaurnadi,0,49,0,0,0,0,0,0
9,Hizla,0,109,0,0,0,0,0,0
10,Mehendiganj,0,54,0,0,0,0,0,0
11,Muladi,0,100,0,0,0,0,0,0
12,Wazirpur,0,101,0,0,0,0,0,0
13,Total,2,872,0,2,4,2,0,58
