,0,1,2,3,4
0,Number of money exchange agency 2011,,,,
1,"

Upazila/city corporation","
Number of money exchange shop","
Number of employee","Annual transactions per money exchange shop
(In lac tk.)","
Annual profit per shop
(In lac tk.)"
2,Barisal city corporation,3,12,2050,8
3,Total,3,12,2050,8
