,0,1,2,3,4,5
0,"Number of hat-bazar, growth centre, hotel & restaurant 2011",,,,,
1,Upazila/city corporation,Daily bazaar,Weekly hat,Growth centre,Restaurant,Hotel (residential)
2,Agailjhara,6,18,3,137,2
3,Babuganj,4,19,4,103,0
4,Bakerganj,20,48,8,580,0
5,Banaripara,7,11,3,62,1
6,Barisal city corporation,2,49,3,256,1
7,Barisal city corporation,15,4,0,317,59
8,Gaurnadi,13,14,2,452,2
9,Hizla,14,17,2,87,4
10,Mehendiganj,26,30,5,235,4
11,Muladi,1,50,3,350,2
12,Wazirpur,11,29,4,5,2
13,Total,119,289,37,2584,77
