,0,1,2,3,4,5,6
0,Literacy ( 7+ ) rate of 2001 & 2011,,,,,,
1,"
Upazila/city corporation",2001,2001,2001,2011,2011,2011
2,"
Upazila/city corporation",Male,Female,Both,Male,Female,Both
3,Agailjhara,63.1,55.4,59.3,65.4,60.6,62.9
4,Babuganj,62.7,59.5,61.1,69.5,68.2,68.8
5,Bakerganj,61.6,57.1,59.3,64.3,62.4,63.3
6,Banaripara,62.4,59.0,60.7,67.8,66.7,67.2
7,Barisal city corporation,76.78,70.78,74.03,0,0,0
8,Barisal sadar,67.0,62.3,64.8,70.5,68.1,69.3
9,Gaurnadi,62.3,56.3,59.4,62.6,59.3,60.9
10,Hizla,39.1,37.4,38.2,39.2,42.4,40.8
11,Mehendiganj,46.5,46.5,46.5,46.4,50.6,48.6
12,Muladi,50.9,47.1,49.0,56.1,55.9,56.0
13,Wazirpur,63.7,58.3,61.0,64.0,61.1,62.5
14,Total,59.0,54.9,57.0,61.9,60.6,61.2
