,0,1,2,3,4
0,"Area of high, meduim and low land 2008",,,,
1,Upazila/city corporation,High land,Medium land,Low land,Total land
2,Agailjhara,498,22150,5139,27787
3,Babuganj,4332,23525,2148,30005
4,Bakerganj,4673,51987,1752,58412
5,Banaripara,445.6,15783.3,8657.35,24885.25
6,Barisal city corporation,1500,4155,150,5805
7,Barisal sadar,7402,37027,710,45139
8,Gaurnadi,3647,12579,10283,26509
9,Hizla,2964,20921,14771,38656
10,Mehendiganj,3250,21100,3805,28155
11,Muladi,1235,26387,10178,37800
12,Wazirpur,1116,9830,8004,18950
13,Total,31062.6,245444.3,65597.35,342103.25
