,0,1,2,3,4,5,6,7,8
0,"Number of Government college, teacher and student 2011",,,,,,,,
1,Upazila/city corporation,Number of college,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Student per teacher
2,Upazila/city corporation,Number of college,Male,Female,Total,Male,Female,Total,Student per teacher
3,Agailjhara,0,0,0,0,0,0,0,0
4,Babuganj,0,0,0,0,0,0,0,0
5,Bakerganj,1,17,5,22,590,367,957,43
6,Banaripara,1,24,5,29,447,354,801,28
7,Barisal city corporation,4,205,74,279,17331,12653,29984,90
8,Barisal sadar,0,0,0,0,0,0,0,0
9,Gaurnadi,1,16,5,21,3001,1600,4601,219
10,Hizla,0,0,0,0,0,0,0,0
11,Mehendiganj,0,0,0,0,0,0,0,0
12,Muladi,0,0,0,0,0,0,0,0
13,Wazirpur,0,0,0,0,0,0,0,0
14,Total,7,262,89,351,21369,14974,36343,104
