,0,1,2,3,4
0,Number of wooden furniture shop and person engaged 2011,,,,
1,"
Upazila/city corporation",Number of unit,Person engaged,Person engaged,Person engaged
2,"
Upazila/city corporation",Number of unit,Family,Hired,Total
3,Agailjhara,615,718,113,831
4,Babuganj,68,82,122,204
5,Bakerganj,288,376,484,860
6,Banaripara,180,290,700,990
7,Barisal city corporation,142,151,357,508
8,Barisal sadar,64,72,105,177
9,Gaurnadi,172,132,860,992
10,Hizla,79,92,150,242
11,Mehendiganj,50,50,180,230
12,Muladi,80,45,400,445
13,Wazirpur,225,230,670,900
14,Total,1963,2238,4141,6379
