,0,1,2,3,4,5,6
0,"Area and production of wheat, jute and sugarcane crops 2009-10",,,,,,
1,(Area in acre & production in metric ton),,,,,,
2,"
Upazila/city corporation",Wheat,Wheat,Jute,Jute,Sugercane,Sugercane
3,"
Upazila/city corporation",Area,Production,Area,Production,Area,Production
4,Agailjhara,6,5158,442,340,0,0
5,Babuganj,148,67,1722,1507,311,79
6,Bakerganj,25,9,0,0,5,2.5
7,Banaripara,30,120,85,382.5,433,1958
8,Barisal city corporation,7,6,29,16,3,19
9,Barisal sadar,176,148,136,103,20,131
10,Gaurnadi,123,80,974,622,205,334
11,Hizla,101,43,1421,478,34,35
12,Mehendiganj,490,196,0,0,91,100.1
13,Muladi,830,448,3600,1956,375,412
14,Wazirpur,76,54.26,285,217.74,74,9.99
15,Total,2012,6329.26,8694,5622.24,1551,3080.59
