,0,1,2,3,4,5
0,Sanction post of Government employee by category 2011,,,,,
1,Upazila/city corporation,Class-I,Class-II,Class-III,Class-IV,Number of total employee
2,Agailjhara,12,13,633,78,774
3,Babuganj,25,26,594,161,806
4,Bakerganj,69,45,1278,163,1555
5,Banaripara,41,21,288,165,515
6,Barisal city corporation,502,354,12242,274,13372
7,Barisal sadar,31,26,539,102,698
8,Gaurnadi,17,19,117,53,206
9,Hizla,44,23,318,93,478
10,Mehendiganj,47,43,432,135,657
11,Muladi,44,23,318,93,478
12,Wazirpur,38,48,346,188,620
13,Total,870,641,17105,1505,20159
