,0,1,2,3,4,5,6,7,8
0,"Number of technical and vocational institution, teacher and student 2011",,,,,,,,
1,Upazila/city corporation,Number of institution,Teacher,Teacher,Teacher,Student,Student,Student,Student per teacher
2,Upazila/city corporation,Number of institution,Male,Female,Total,Male,Female,Total,Student per teacher
3,Agailjhara,0,0,0,0,0,0,0,0
4,Babuganj,0,0,0,0,0,0,0,0
5,Bakerganj,0,0,0,0,0,0,0,0
6,Banaripara,2,6,3,9,83,71,154,17
7,Barisal city corporation,7,111,33,144,2463,484,2947,20
8,Barisal sadar,0,0,0,0,0,0,0,0
9,Gaurnadi,3,16,0,16,98,104,202,13
10,Hizla,0,0,0,0,0,0,0,0
11,Mehendiganj,0,0,0,0,0,0,0,0
12,Muladi,4,25,4,29,166,97,263,9
13,Wazirpur,0,0,0,0,0,0,0,0
14,Total,16,158,40,198,2810,756,3566,18
