,0,1,2,3,4,5,6,7
0,"Number of household, population and density 2011",,,,,,,
1,"
Upazila","
Household",Population (000),Population (000),Population (000),Sex ratio (M/F),Average size of household,Density per sq. km.
2,"
Upazila","
Household",Male,Female,Both sex,Sex ratio (M/F),Average size of household,Density per sq. km.
3,Adamdighi,49600,97,98,195,100,3.92,1156
4,Bogra sadar,131862,288,267,555,108,4.04,3143
5,Dhunat,74897,143,149,292,96,3.90,1180
6,Dhupchanchia,45390,87,90,177,97,3.86,1088
7,Gabtali,83411,159,161,320,99,3.82,1334
8,Kahaloo,58261,111,111,222,99,3.81,925
9,Nandigram,45853,91,90,181,100,3.93,682
10,Sariakandi,75614,135,136,271,100,3.58,663
11,Shajahanpur,72685,150,140,290,106,3.86,1307
12,Sherpur,81753,166,167,333,99,4.06,1125
13,Shibganj,99242,190,188,378,101,3.81,1203
14,Sonatola,48569,92,95,187,98,3.84,1191
15,Total,867137,1709,1692,3401,100,3.88,1173
