,0,1,2,3,4
0,Number of low lift pump scheme 2010-11,,,,
1,"
Upazila",Number of pumps fielded,Number of pumps fielded,Number of pumps fielded,Area irrigated (in acre)
2,"
Upazila",Electric,Diesel,Total,Area irrigated (in acre)
3,Adamdighi,620,610,1230,14079
4,Bogra sadar,569,2215,2784,15325
5,Dhunat,643,13693,14336,41250
6,Dhupchanchia,510,273,783,26371
7,Gabtali,1103,9464,10567,48737
8,Kahaloo,400,165,565,12430
9,Nandigram,590,4069,4659,26206
10,Sariakandi,765,7225,7990,44240
11,Shajahanpur,993,3527,4520,12238
12,Sherpur,1114,8300,9414,55539
13,Shibganj,918,8688,9606,50934
14,Sonatola,241,7300,7541,52937
15,Total,8466,65529,73995,400286
