,0,1,2,3,4,5,6,7,8
0,"Number of kawmi madrasah, teacher and student 2011",,,,,,,,
1,"
Upazila",Number of madrasah,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
2,"
Upazila",Number of madrasah,Male,Female,Total,Male,Female,Total,Students per teacher
3,Adamdighi,22,136,0,136,1905,0,1905,14
4,Bogra sadar,27,401,0,401,8707,0,8707,22
5,Dhunat,11,35,0,35,1126,0,1126,32
6,Gabtali,28,56,0,56,896,0,896,16
7,Dhupchanchia,13,62,5,67,972,835,1807,26
8,Kahaloo,5,15,0,15,215,160,375,25
9,Nandigram,8,35,29,64,950,650,1600,25
10,Sariakandi,2,19,0,19,185,35,220,12
11,Sherpur,22,68,0,68,232,0,232,30
12,Shibganj,17,95,0,95,1200,600,1800,19
13,Sonatola,1,7,0,7,63,0,63,9
14,Shajahanpur,16,49,0,49,488,106,594,12
15,Total,172,978,34,1012,16939,2386,19325,19
