,0,1,2,3,4
0,Area and production of turmeric and ginger 2010-11,,,,
1,(Area in acre and production in metric ton),,,,
2,"
Upazila",Turmeric,Turmeric,Ginger,Ginger
3,"
Upazila",Area,Production,Area,Production
4,Adamdighi,6.2,25.5,5,18.5
5,Bogra sadar,44,94,42,116
6,Dhunat,22,21.54,16.18,19.16
7,Dhupchanchia,0,0,0,0
8,Gabtali,16,13.03,6.84,4.93
9,Kahaloo,32,34,17,19
10,Nandigram,6.5,6.5,0,0
11,Sariakandi,9,7,1.51,2.17
12,Shajahanpur,50,72,21,39
13,Sherpur,83,233,25,92
14,Shibganj,196,666.4,150,480
15,Sonatola,47,135,2,8
16,Total,511.7,1307.97,286.53,798.76
