,0,1,2,3,4,5,6,7
0,"Number of pond, dighee, flood camps, shelter, cyclone shelter, stadium,  playground, park,  amusement park 2011",,,,,,,
1,,,,,,,,
2,Upazila,Pond,Dighee,River flow,Flood camp/ shelter,Cyclone shelter,Stadium/ playground,Park/ amusement park
3,Adamdighi,6442,0,0,0,0,21,1
4,Bogra sadar,3315,0,1,0,0,23,4
5,Dhunat,1936,68,4,1,0,7,0
6,Dhupchanchia,3490,7,1,0,0,42,0
7,Gabtali,4288,0,4,0,0,0,0
8,Kahaloo,9540,0,1,0,0,0,0
9,Nandigram,4076,0,2,0,0,76,0
10,Sariakandi,293,0,3,3,0,1,0
11,Shajahanpur,3379,0,0,0,0,0,0
12,Sherpur,3338,22,0,0,0,62,1
13,Shibganj,10900,19,1,0,0,66,0
14,Sonatola,3109,0,3,1,0,1,0
15,Total,54106,116,20,5,0,299,7
