,0,1,2,3,4,5,6,7,8
0,Number of warehouse and their storage capacity 2011,,,,,,,,
1,(Capacity in metric ton),,,,,,,,
2,"
Upazila",Food godown,Food godown,Fertilizer godown,Fertilizer godown,Jute godown,Jute godown,Other godown,Other godown
3,"
Upazila",Number,Capacity,Number,Capacity,Number,Capacity,Number,Capacity
4,Adamdighi,61,83250,3,50000,0,0,0,0
5,Bogra sadar,13,8500,3,9000,0,0,1,3000
6,Dhunat,4,300000,0,0,0,0,0,0
7,Gabtali,3,4550,1,200,1,500,0,0
8,Dhupchanchia,14,12000,0,0,0,0,0,0
9,Kahaloo,5,2500,11,3850,0,0,0,0
10,Nandigram,3,3000,0,0,0,0,9,1200
11,Sariakandi,2,2000,2,500,0,0,0,0
12,Sherpur,2,5500,10,2000,0,0,0,0
13,Shibganj,4,2000,0,0,0,0,0,0
14,Sonatola,3,1500,10,500,2,200,0,0
15,Shajahanpur,4,4000,2,1000,1,100,4,650
16,Total,118,428800,42,67050,4,800,14,4850
