,0,1,2,3,4
0,Number of cold storage and capacity in following years,,,,
1,"
Upazila",2010-11,2010-11,2009-10,2009-10
2,"
Upazila",Number,Installed capacity,Number,Installed capacity
3,Adamdighi,0,0,0,0
4,Bogra sadar,7,262937.5,7,262937.5
5,Dhunat,0,0,0,0
6,Gabtali,0,0,0,0
7,Dhupchanchia,2,7725,2,7500
8,Kahaloo,3,36000,2,24000
9,Nandigram,0,0,0,0
10,Sariakandi,0,0,0,0
11,Sherpur,2,8500,2,8500
12,Shibganj,13,1565,13,1565
13,Sonatola,0,0,0,0
14,Shajahanpur,1,10500,1,10500
15,Total,28,327227.5,27,315002.5
