,0,1,2,3,4
0,"Number of branch of specialized (Krishi, Co-operative etc) bank 2011",,,,
1,Upazila,Number of branch,"Number of
employee","Number of saving
A/C",Number of current A/C
2,Adamdighi,3,23,5704,143
3,Bogra sadar,6,78,7484,489
4,Dhunat,3,23,5225,309
5,Gabtali,4,34,12082,716
6,Dhupchanchia,1,11,3259,85
7,Kahaloo,4,31,10801,546
8,Nandigram,4,25,7258,189
9,Sariakandi,2,31,10396,374
10,Sherpur,1,15,2355,140
11,Shibganj,6,45,17755,548
12,Sonatola,3,18,5046,54
13,Shajahanpur,2,18,2339,152
14,Total,39,352,89704,3745
